LineID,Stage,DexNum,Parents,Rule,Bedtime,Notes
cocomon,Ultimate,192,116,WIN 12/15,23:00,Monzaemon
cocomon,Ultimate,854,1027,WIN 12/15,23:00,Lilymon X
cocomon,Ultimate,988,1028,WIN 12/15,23:00,Mamemon X
cocomon,Mega,435,499,CM 0-2,23:00,Megidramon
cocomon,Mega,302,447,CM 0-2,23:00,Seraphimon
cocomon,Mega,301,192,CM 0-2,23:00,Vikemon
cocomon,Mega,857,854,CM 0-2,23:00,Sakuyamon X
cocomon,Mega,631,988,CM 0-2,23:00,Metallicdramon
fufumon,Fresh,1447,egg,TIME,20:00,Fufumon
fufumon,InTraining,929,1447,TIME,21:00,Dorimon
fufumon,Rookie,58,929,CM 0-2,21:00,Armadimon
fufumon,Rookie,405,929,CM 3+,21:00,Monodramon
fufumon,Champion,134,58,"CM 0-2, TR 16+",22:00,Tankmon
fufumon,Champion,410,58,"CM 0-2, TR 0-15",22:00,Golemon
fufumon,Champion,117,58,TIME,21:00,Sukamon
fufumon,Champion,412,405,"CM 0-2, TR 16+",22:00,Strikedramon
fufumon,Champion,414,405,"CM 0-2, TR 0-15",22:00,Raptordramon
fufumon,Champion,117,405,TIME,21:00,Sukamon
fufumon,Ultimate,609,134,WIN 12/15,23:00,Tinmon
fufumon,Ultimate,424,410,WIN 12/15,23:00,Volcamon
fufumon,Ultimate,778,117,WIN 12/15,23:00,KingSukamon
fufumon,Ultimate,390,412,WIN 12/15,22:00,Flaremon
fufumon,Ultimate,479,414,WIN 12/15,23:00,MetalPhantomon
fufumon,Mega,296,609,CM 0-2,24:00,HiAndromon
fufumon,Mega,394,424;390,CM 0-2,23:00,Apollomon
fufumon,Mega,319,778,CM 0-2,23:00,PlatinumNumemon
fufumon,Mega,614,479,CM 0-2,23:00,Reapermon
cotsucomon,Fresh,1448,egg,TIME,20:00,Cotsucomon
cotsucomon,InTraining,961,1448,TIME,21:00,Missimon
cotsucomon,Rookie,403,961,CM 0-2,21:00,Dracmon
cotsucomon,Rookie,444,961,CM 3+,21:00,Commandramon
cotsucomon,Champion,142,403,"CM 0-2, TR 16+",22:00,Gekomon
cotsucomon,Champion,181,403,"CM 0-2, TR 0-15",22:00,Soulmon
cotsucomon,Champion,997,403,TIME,22:00,Numemon X
cotsucomon,Champion,777,444,"CM 0-2, TR 16+",22:00,Snatchmon
cotsucomon,Champion,445,444,"CM 0-2, TR 0-15",22:00,Dobermon
cotsucomon,Champion,116,444,TIME,21:00,Numemon
cotsucomon,Ultimate,228,142,WIN 12/15,23:00,Okuwamon
cotsucomon,Ultimate,479,181,WIN 12/15,23:00,MetalPhantomon
cotsucomon,Ultimate,1310,997,WIN 12/15,23:00,Okuwamon X
cotsucomon,Ultimate,744,777,WIN 12/15,23:00,Destromon
cotsucomon,Ultimate,448,445,WIN 12/15,23:00,Cerberumon
cotsucomon,Ultimate,1554,116,WIN 12/15,23:00,Chaperomon
cotsucomon,Mega,1553,228,CM 0-2,23:00,Zephagamon
cotsucomon,Mega,614,479,CM 0-2,23:00,Reapermon
cotsucomon,Mega,1094,1310,CM 0-2,23:00,Rosemon X
cotsucomon,Mega,751,744,CM 0-2,23:00,Ragnamon
cotsucomon,Mega,1104,448,CM 0-2,23:00,Plutomon
cotsucomon,Mega,1031,1554,CM 0-2,23:00,NoblePumpmon
algomoni,Fresh,1449,egg,TIME,20:00,Algomon I
algomoni,InTraining,383,1449,TIME,21:00,Tsumemon
algomoni,Rookie,792,383,CM 0-2,21:00,Vemmon
algomoni,Rookie,74,383,CM 3+,21:00,Keramon
algomoni,Champion,174,792,"CM 0-2, BTL 4+",22:00,Chrysalimon
algomoni,Champion,407,792,CM 0-2,22:00,Arkadimon IV
algomoni,Champion,117,792,TIME,21:00,Sukamon
algomoni,Champion,174,74,"CM 0-2, BTL 4+",22:00,Chrysalimon
algomoni,Champion,407,74,CM 0-2,22:00,Arkadimon IV
algomoni,Champion,117,74,TIME,21:00,Sukamon
algomoni,Ultimate,416,174;407,BTL 12+,23:00,Arkadimon V
algomoni,Ultimate,199,117,BTL 12+,23:00,Vademon
algomoni,Mega,865,416,KO6 2+,23:00,Diaboromon X
algomoni,Mega,373,199,KO6 2+,23:00,Ebemon
ver6,Fresh,1574,egg,TIME,20:00,Bubbmon
ver6,InTraining,19,1574,TIME,21:00,Motimon
ver6,Rookie,48,19,CM 0-3,21:00,Tentomon
ver6,Rookie,49,19,CM 4+,21:00,Otamamon
ver6,Champion,140,48,"CM 0-3, TR 48+",22:00,Kabuterimon
ver6,Champion,141,48,"CM 4+, TR 5-31, OF 3+",22:00,Starmon
ver6,Champion,113,48,"CM 0-3, TR 0-47",22:00,Tortamon
ver6,Champion,120,48,"CM 4+, TR 32+, OF 3+",23:00,Kuwagamon
ver6,Champion,142,48,"CM 4+, TR 0-4 | CM 4+, OF 0-2",22:00,Gekomon (SD roads folded)
ver6,Champion,113,49,"CM 0-3, TR 48+",22:00,Tortamon (Otamamon road)
ver6,Champion,120,49,"CM 4+, TR 8-31, OF 0-5",23:00,Kuwagamon (Otamamon road)
ver6,Champion,125,49,"CM 0-3, TR 0-47",22:00,Monochromon
ver6,Champion,159,49,"CM 4+, TR 32+, OF 6+",22:00,ShellNumemon (KaratsukiNumemon)
ver6,Champion,142,49,CM 4+,22:00,"Gekomon (Otamamon road; catch-all, SD folded)"
ver6,Ultimate,225,140;113;125,WIN 12/15,23:00,MegaKabuterimon (AtlurKabuterimon; canon dead end)
ver6,Ultimate,200,142,WIN 12/15,23:00,ShogunGekomon (TonosamaGekomon; canon dead end)
ver6,Ultimate,251,141;120;159,WIN 12/15,23:00,Tekkamon (canon dead end)
nsp,Fresh,1601,egg,TIME,20:00,Bubbmon (pen20 egg_nsp)
nsp,InTraining,19,1601,TIME,21:00,Motimon
nsp,Rookie,48,19,CM 0,21:00,Tentomon
nsp,Rookie,28,19,CM 1-2,21:00,Gotsumon
nsp,Rookie,49,19,CM 3+,21:00,Otamamon
nsp,Champion,140,48,"CM 0-1, TR 16+",22:00,Kabuterimon
nsp,Champion,100,48,"CM 0-1, TR 0-15",22:00,Gatomon
nsp,Champion,120,48,"CM 2+, TR 16+",22:00,Kuwagamon
nsp,Champion,142,48,"CM 2+, TR 0-15",22:00,Gekomon
nsp,Champion,125,28,"CM 0-1, TR 16+",22:00,Monochromon
nsp,Champion,141,28,"CM 2+, TR 8+",22:00,Starmon
nsp,Champion,113,28,"CM 0-1, TR 0-15",22:00,Tortamon
nsp,Champion,142,28;49,"CM 2+, TR 0-7",22:00,Gekomon
nsp,Champion,120,49,"CM 2+, TR 8+",22:00,Kuwagamon
nsp,Champion,100,49,"CM 0-1, TR 16+",22:00,Gatomon
nsp,Champion,141,49,"CM 0-1, TR 0-15",22:00,Starmon
nsp,Ultimate,225,113;140,"CM 0, WIN 12/15",23:00,MegaKabuterimon
nsp,Ultimate,226,100;113;140,JOGRESS Vaccine/Data,23:00,Jagamon
nsp,Ultimate,196,100;113;140,JOGRESS Virus,23:00,Piximon
nsp,Ultimate,224,100,"CM 0, WIN 12/15 | CM 0-1, WIN 12/15",23:00,Angewomon
nsp,Ultimate,223,100,JOGRESS Vaccine,23:00,MagnaAngemon
nsp,Ultimate,213,100,JOGRESS Data/Virus,23:00,MetalMamemon
nsp,Ultimate,228,120,"CM 0-2, WIN 12/15",23:00,Okuwamon
nsp,Ultimate,200,120,JOGRESS Data/Virus,23:00,ShogunGekomon
nsp,Ultimate,196,120;142,JOGRESS Vaccine/None,23:00,Piximon
nsp,Ultimate,200,142,"CM 0-2, WIN 12/15 | JOGRESS Data/Virus",23:00,ShogunGekomon
nsp,Ultimate,227,125;141,"CM 0-2, WIN 12/15",23:00,Triceramon
nsp,Ultimate,196,125;141,JOGRESS Data,23:00,Piximon
nsp,Ultimate,224,125;141,JOGRESS Vaccine,23:00,Angewomon
nsp,Ultimate,200,125;141,JOGRESS Virus,23:00,ShogunGekomon
nsp,Mega,286,225;228,"CM 0, WIN 12/15",00:00,HerculesKabuterimon
nsp,Mega,282,226,JOGRESS Vaccine,00:00,Magnadramon
nsp,Mega,287,196;227,JOGRESS Data,00:00,SaberLeomon
nsp,Mega,282,224,"CM 0, WIN 12/15",00:00,Magnadramon
nsp,Mega,303,224,"CM 0-1, WIN 12/15",00:00,Ophanimon
nsp,Mega,381,224,JOGRESS 215,00:00,Mastemon
nsp,Mega,302,223,"CM 0-1, WIN 12/15",00:00,Seraphimon
nsp,Mega,279,213,JOGRESS Data,00:00,MetalGarurumon
nsp,Mega,281,200;228,JOGRESS Virus,00:00,MetalEtemon
nsp,Mega,294,279,JOGRESS 280,00:00,Omnimon
dsv,Fresh,1602,egg,TIME,20:00,Pichimon (pen20 egg_dsa)
dsv,InTraining,20,1602,TIME,21:00,Bukamon
dsv,Rookie,50,20,CM 0,21:00,Gomamon
dsv,Rookie,51,20,CM 1-2,21:00,Ganimon
dsv,Rookie,52,20,CM 3+,21:00,Syakomon
dsv,Champion,107,50,"CM 0-1, TR 16+",22:00,Ikkakumon
dsv,Champion,84,50,"CM 0-1, TR 0-15",22:00,Rukamon
dsv,Champion,88,50,"CM 2+, TR 16+",22:00,Coelamon
dsv,Champion,128,50,"CM 2+, TR 0-15",22:00,Gesomon
dsv,Champion,110,51,"CM 0-1, TR 0-15",22:00,Seadramon
dsv,Champion,137,51,"CM 2+, TR 8+",22:00,Ebidramon
dsv,Champion,84,51,"CM 0-1, TR 16+",22:00,Rukamon
dsv,Champion,105,51,"CM 2+, TR 0-7",22:00,Octomon
dsv,Champion,105,52,"CM 1+, TR 8+",22:00,Octomon
dsv,Champion,128,52,"CM 1+, TR 0-7",22:00,Gesomon
dsv,Champion,107,52,"CM 0, TR 16+",22:00,Ikkakumon
dsv,Champion,110,52,"CM 0, TR 0-15",22:00,Seadramon
dsv,Ultimate,229,84;107,"CM 0-2, WIN 12/15",23:00,Zudomon
dsv,Ultimate,193,84;107,JOGRESS Vaccine/Data,23:00,Whamon
dsv,Ultimate,204,107,JOGRESS Virus,23:00,Scorpiomon
dsv,Ultimate,207,84,JOGRESS Virus,23:00,Divermon
dsv,Ultimate,202,88;110;137,"CM 0-3, WIN 12/15",23:00,MegaSeadramon
dsv,Ultimate,204,88,JOGRESS Data,23:00,Scorpiomon
dsv,Ultimate,193,88;110;137,JOGRESS Vaccine,23:00,Whamon
dsv,Ultimate,206,88;110;137,JOGRESS Virus,23:00,Dagomon
dsv,Ultimate,205,105;128,"CM 0-4, WIN 12/15",23:00,MarineDevimon
dsv,Ultimate,206,105;128,JOGRESS Data/Virus,23:00,Dagomon
dsv,Ultimate,207,128,JOGRESS Vaccine/None,23:00,Divermon
dsv,Ultimate,207,110;137,JOGRESS Data,23:00,Divermon
dsv,Ultimate,204,105,JOGRESS Vaccine/None,23:00,Scorpiomon
dsv,Mega,288,202;229,"CM 0, WIN 12/15",00:00,MarineAngemon
dsv,Mega,283,193,JOGRESS Vaccine,00:00,Plesiomon
dsv,Mega,275,202;204,JOGRESS Data,00:00,MetalSeadramon
dsv,Mega,283,207,JOGRESS Data,00:00,Plesiomon
dsv,Mega,289,205;206,JOGRESS Virus,00:00,Pukumon
nso,Fresh,1603,egg,TIME,20:00,Mokumon (pen20 egg_nso)
nso,InTraining,21,1603,TIME,21:00,DemiMeramon
nso,Rookie,27,21,CM 0,21:00,Bakumon
nso,Rookie,30,21,CM 1-2,21:00,Candlemon
nso,Rookie,32,21,CM 3+,21:00,DemiDevimon
nso,Champion,143,27;30,"CM 0-1, TR 8+",22:00,Apemon
nso,Champion,108,27,"CM 2+, TR 0-15",22:00,Garurumon
nso,Champion,95,27;30,"CM 0-1, TR 0-7",22:00,Meramon
nso,Champion,99,27;32,"CM 2+, TR 16+",22:00,Wizarmon
nso,Champion,99,30,"CM 2+, TR 0-3",22:00,Wizarmon
nso,Champion,102,30,"CM 2+, TR 4+",22:00,Devimon
nso,Champion,102,32,"CM 0-1, TR 8+",22:00,Devimon
nso,Champion,121,32,"CM 0-1, TR 0-7",22:00,Bakemon
nso,Champion,127,32,"CM 2+, TR 0-15",22:00,Dokugumon
nso,Ultimate,201,108;143,"CM 0-2, WIN 12/15",23:00,Mammothmon
nso,Ultimate,222,143,JOGRESS Vaccine/Data,23:00,WereGarurumon
nso,Ultimate,230,108;143,JOGRESS Virus,23:00,Pumpmon
nso,Ultimate,222,108,"CM 0-2, WIN 12/15 | JOGRESS Vaccine/Data",23:00,WereGarurumon
nso,Ultimate,224,108,JOGRESS Vaccine,23:00,Angewomon
nso,Ultimate,213,108,JOGRESS Data/Virus,23:00,MetalMamemon
nso,Ultimate,217,95;99,"CM 0-4, WIN 12/15",23:00,SkullMeramon
nso,Ultimate,230,95;99,JOGRESS Data,23:00,Pumpmon
nso,Ultimate,222,95;99,JOGRESS Vaccine,23:00,WereGarurumon
nso,Ultimate,216,95;99,JOGRESS Virus,23:00,Phantomon
nso,Ultimate,203,102,"CM 0-1, WIN 12/15",23:00,Myotismon
nso,Ultimate,215,102,JOGRESS Data/Virus,23:00,LadyDevimon
nso,Ultimate,230,102;121;127,JOGRESS Vaccine/None,23:00,Pumpmon
nso,Ultimate,216,121,JOGRESS Data/Virus,23:00,Phantomon
nso,Ultimate,215,121;127,"CM 0-1, WIN 12/15",23:00,LadyDevimon
nso,Ultimate,203,127,JOGRESS Data/Virus,23:00,Myotismon
nso,Mega,290,201;217;222,"CM 0, WIN 12/15",00:00,SkullMammothmon
nso,Mega,279,222,"CM 0-1, WIN 12/15",00:00,MetalGarurumon
nso,Mega,291,217;230,JOGRESS Data,00:00,Boltmon
nso,Mega,282,224,"CM 0, WIN 12/15",00:00,Magnadramon
nso,Mega,303,224,"CM 0-1, WIN 12/15",00:00,Ophanimon
nso,Mega,381,224,JOGRESS 215,00:00,Mastemon
nso,Mega,279,213,JOGRESS Data,00:00,MetalGarurumon
nso,Mega,278,203;216,JOGRESS Virus,00:00,Piedmon
nso,Mega,511,203,JOGRESS 278,00:00,Boltboutamon
nso,Mega,284,215,JOGRESS Virus,00:00,Demon
nso,Mega,381,215,JOGRESS 224,00:00,Mastemon
nso,Mega,294,279,JOGRESS 280,00:00,Omnimon
nso,Mega,511,278,JOGRESS 203,00:00,Boltboutamon
wgu,Fresh,1604,egg,TIME,20:00,Nyokimon (pen20 egg_wgu)
wgu,InTraining,22,1604,TIME,21:00,Yokomon
wgu,Rookie,46,22,CM 0,21:00,Biyomon
wgu,Rookie,53,22,CM 1,21:00,Floramon
wgu,Rookie,44,22,CM 2,21:00,Palmon
wgu,Rookie,54,22,CM 3+,21:00,Mushmon
wgu,Champion,97,46,"CM 0-1, TR 0-11",22:00,Birdramon
wgu,Champion,144,46;53,"CM 0-1, TR 12+",22:00,Veedramon
wgu,Champion,145,46;53,"CM 2+, TR 16+",22:00,Togemon
wgu,Champion,131,46,"CM 2+, TR 0-15",22:00,Woodmon
wgu,Champion,130,44;53,"CM 0-1, TR 0-11",22:00,Kiwimon
wgu,Champion,132,44;53,"CM 2+, TR 0-15",22:00,RedVegimon
wgu,Champion,145,44,"CM 0-1, TR 12+",22:00,Togemon
wgu,Champion,97,44,"CM 2+, TR 16+",22:00,Birdramon
wgu,Champion,131,54,"CM 2+, TR 8+",22:00,Woodmon
wgu,Champion,132,54,"CM 2+, TR 0-7",22:00,RedVegimon
wgu,Champion,144,54,"CM 0-1, TR 16+",22:00,Veedramon
wgu,Champion,97,54,"CM 0-1, TR 0-15",22:00,Birdramon
wgu,Ultimate,234,97,"CM 0-2, WIN 12/15",23:00,Garudamon
wgu,Ultimate,233,97,JOGRESS Vaccine/Data,23:00,AeroVeedramon
wgu,Ultimate,236,97;144,JOGRESS Virus,23:00,Deramon
wgu,Ultimate,233,144,"CM 0-2, WIN 12/15",23:00,AeroVeedramon
wgu,Ultimate,234,144,JOGRESS Vaccine/Data,23:00,Garudamon
wgu,Ultimate,218,145,"CM 0-2, WIN 12/15",23:00,Lilymon
wgu,Ultimate,236,130;145,JOGRESS Data,23:00,Deramon
wgu,Ultimate,234,130;145,JOGRESS Vaccine,23:00,Garudamon
wgu,Ultimate,209,131;132,"CM 0-3, WIN 12/15",23:00,Cherrymon
wgu,Ultimate,236,131;132,JOGRESS Vaccine/None,23:00,Deramon
wgu,Ultimate,235,130,"CM 0-2, WIN 12/15",23:00,Blossomon
wgu,Mega,292,234,"CM 0-2, WIN 12/15",00:00,Phoenixmon
wgu,Mega,311,233,"CM 0, WIN 12/15 | CM 0-2, WIN 12/15",00:00,UlforceVeedramon
wgu,Mega,292,233,"CM 1-2, WIN 12/15",00:00,Phoenixmon
wgu,Mega,293,235;236,JOGRESS Data,00:00,Griffomon
wgu,Mega,292,236,"CM 0-1, WIN 12/15",00:00,Phoenixmon
wgu,Mega,285,218,"CM 0-1, WIN 12/15",00:00,Rosemon
wgu,Mega,277,209,JOGRESS Virus,00:00,Puppetmon
wgu,Mega,508,285,JOGRESS 374,00:00,Rafflesimon
mem,Fresh,1605,egg,TIME,20:00,Choromon (pen20 egg_mem)
mem,InTraining,23,1605,TIME,21:00,Kapurimon
mem,Rookie,38,23,CM 0,21:00,ToyAgumon
mem,Rookie,55,23,CM 1,21:00,Kokuwamon
mem,Rookie,42,23,CM 2+,21:00,Hagurumon
mem,Champion,93,38;42,"CM 0-1, TR 16+",22:00,Greymon
mem,Champion,146,38,"CM 0-1, TR 0-15",22:00,Deputymon
mem,Champion,147,38,"CM 2+, TR 0-11",22:00,Clockmon
mem,Champion,138,38,"CM 2+, TR 12+",22:00,Thunderballmon
mem,Champion,147,55,"CM 2+, TR 12+",22:00,Clockmon
mem,Champion,138,55,"CM 0-1, TR 0-15",22:00,Thunderballmon
mem,Champion,146,55,"CM 0-1, TR 16+",22:00,Deputymon
mem,Champion,89,55,"CM 2+, TR 0-11",22:00,Guardromon
mem,Champion,89,42,"CM 2+, TR 12+",22:00,Guardromon
mem,Champion,133,42,"CM 2+, TR 0-11",22:00,Mechanorimon
mem,Champion,134,42,"CM 0-1, TR 0-15",22:00,Tankmon
mem,Ultimate,220,93;146,"CM 0-1, WIN 12/15",23:00,MetalGreymon
mem,Ultimate,219,93,JOGRESS Vaccine/Data,23:00,Cyberdramon
mem,Ultimate,232,93;146,JOGRESS Virus,23:00,BigMamemon
mem,Ultimate,221,93,JOGRESS Vaccine/Data,23:00,Asuramon
mem,Ultimate,213,93,JOGRESS Virus,23:00,MetalMamemon
mem,Ultimate,191,146,JOGRESS Vaccine/Data,23:00,Andromon
mem,Ultimate,231,134;138;147,"CM 0-3, WIN 12/15",23:00,Knightmon
mem,Ultimate,232,134;138;147,JOGRESS Data,23:00,BigMamemon
mem,Ultimate,191,134;147,JOGRESS Vaccine,23:00,Andromon
mem,Ultimate,212,134;138;147,JOGRESS Virus,23:00,WaruMonzaemon
mem,Ultimate,219,138,JOGRESS Vaccine,23:00,Cyberdramon
mem,Ultimate,210,89;133,"CM 0-3, WIN 12/15",23:00,Megadramon
mem,Ultimate,212,89;133,JOGRESS Data/Virus,23:00,WaruMonzaemon
mem,Ultimate,232,89;133,JOGRESS Vaccine/None,23:00,BigMamemon
mem,Mega,280,220;221;231,"CM 0-1, WIN 12/15",00:00,WarGreymon
mem,Mega,280,219,JOGRESS Vaccine,00:00,WarGreymon
mem,Mega,279,213;231;232,JOGRESS Data,00:00,MetalGarurumon
mem,Mega,276,191,JOGRESS Vaccine,00:00,Machinedramon
mem,Mega,274,212,JOGRESS Virus,00:00,VenomMyotismon
mem,Mega,276,210,JOGRESS Virus,00:00,Machinedramon
mem,Mega,349,210,JOGRESS Virus,00:00,Darkdramon
mem,Mega,294,280,JOGRESS 279,00:00,Omnimon
mem,Mega,294,279,JOGRESS 280,00:00,Omnimon
mem,Mega,348,349,JOGRESS 350,00:00,Chaosmon
vbu,Fresh,1606,egg,TIME,20:00,YukimiBotamon (pen20 egg_vbu)
vbu,InTraining,15,1606,TIME,21:00,Nyaromon
vbu,Rookie,29,15,CM 0,21:00,Agumon
vbu,Rookie,34,15,CM 1,21:00,Gabumon
vbu,Rookie,47,15,CM 2+,21:00,Salamon
vbu,Champion,93,29,"CM 0-1, TR 16+",22:00,Greymon
vbu,Champion,104,29,"CM 2+, TR 0-7",22:00,Leomon
vbu,Champion,108,29,"CM 2+, TR 8+",22:00,Garurumon
vbu,Champion,101,29;47,"CM 0-1, TR 0-15",22:00,Angemon
vbu,Champion,108,34,"CM 0-1, TR 0-15",22:00,Garurumon
vbu,Champion,139,34,"CM 2+, TR 8+",22:00,Igamon
vbu,Champion,104,34,"CM 0-1, TR 16+",22:00,Leomon
vbu,Champion,100,34,"CM 2+, TR 0-7",22:00,Gatomon
vbu,Champion,100,47,"CM 0-1, TR 16+",22:00,Gatomon
vbu,Champion,93,47,"CM 2+, TR 8+",22:00,Greymon
vbu,Champion,139,47,"CM 2+, TR 0-7",22:00,Igamon
vbu,Ultimate,220,93;104,"CM 0-1, WIN 12/15",23:00,MetalGreymon
vbu,Ultimate,219,93,JOGRESS Vaccine/Data,23:00,Cyberdramon
vbu,Ultimate,232,93,JOGRESS Virus,23:00,BigMamemon
vbu,Ultimate,221,93;104,JOGRESS Vaccine/Data,23:00,Asuramon
vbu,Ultimate,213,93;104,JOGRESS Virus,23:00,MetalMamemon
vbu,Ultimate,222,108,"CM 0-2, WIN 12/15 | JOGRESS Vaccine/Data",23:00,WereGarurumon
vbu,Ultimate,201,108,"CM 0-2, WIN 12/15",23:00,Mammothmon
vbu,Ultimate,230,108,JOGRESS Virus,23:00,Pumpmon
vbu,Ultimate,224,101;108,JOGRESS Vaccine,23:00,Angewomon
vbu,Ultimate,213,100;101;108,JOGRESS Data/Virus,23:00,MetalMamemon
vbu,Ultimate,223,101,"CM 0-1, WIN 12/15",23:00,MagnaAngemon
vbu,Ultimate,222,139,"CM 0-2, WIN 12/15",23:00,WereGarurumon
vbu,Ultimate,213,139,JOGRESS Data,23:00,MetalMamemon
vbu,Ultimate,221,139,JOGRESS Vaccine/Virus,23:00,Asuramon
vbu,Ultimate,224,100,"CM 0, WIN 12/15 | CM 0-1, WIN 12/15",23:00,Angewomon
vbu,Ultimate,226,100,JOGRESS Vaccine/Data,23:00,Jagamon
vbu,Ultimate,196,100,JOGRESS Virus,23:00,Piximon
vbu,Ultimate,223,100,JOGRESS Vaccine,23:00,MagnaAngemon
vbu,Mega,280,220;221,"CM 0-1, WIN 12/15",00:00,WarGreymon
vbu,Mega,280,219,JOGRESS Vaccine,00:00,WarGreymon
vbu,Mega,279,213;232,JOGRESS Data,00:00,MetalGarurumon
vbu,Mega,290,201;222,"CM 0, WIN 12/15",00:00,SkullMammothmon
vbu,Mega,279,222,"CM 0-1, WIN 12/15",00:00,MetalGarurumon
vbu,Mega,291,230,JOGRESS Data,00:00,Boltmon
vbu,Mega,282,224,"CM 0, WIN 12/15",00:00,Magnadramon
vbu,Mega,303,224,"CM 0-1, WIN 12/15",00:00,Ophanimon
vbu,Mega,381,224,JOGRESS 215,00:00,Mastemon
vbu,Mega,302,223,"CM 0-1, WIN 12/15",00:00,Seraphimon
vbu,Mega,282,226,JOGRESS Vaccine,00:00,Magnadramon
vbu,Mega,287,196,JOGRESS Data,00:00,SaberLeomon
vbu,Mega,294,280,JOGRESS 279,00:00,Omnimon
vbu,Mega,294,279,JOGRESS 280,00:00,Omnimon
corona,Fresh,1607,egg,TIME,20:00,Pichimon (dm20 egg_corona)
corona,InTraining,20,1607,TIME,21:00,Bukamon
corona,Rookie,384,20,TIME,22:00,Coronamon
corona,Champion,387,384,TIME,23:00,Firamon
corona,Ultimate,390,387,WIN 12/15,23:00,Flaremon
corona,Mega,394,390,CM 0-2,24:00,Apollomon
corona,Mega,400,394,JOGRESS 377,24:00,GraceNovamon; Tag Battle gate -> jogress door (capstone convention)
luna,Fresh,1608,egg,TIME,20:00,Pichimon (dm20 egg_luna)
luna,InTraining,20,1608,TIME,21:00,Bukamon
luna,Rookie,385,20,TIME,22:00,Lunamon
luna,Champion,388,385,TIME,23:00,Lekismon
luna,Ultimate,391,388,WIN 12/15,23:00,Crescemon
luna,Mega,377,391,CM 0-2,24:00,Dianamon
luna,Mega,400,377,JOGRESS 394,24:00,GraceNovamon; Tag Battle gate -> jogress door (capstone convention)
zuba,Fresh,1609,egg,TIME,20:00,Sakumon (dm20 egg_zuba)
zuba,InTraining,969,1609,TIME,21:00,Sakuttomon
zuba,Rookie,67,969,TIME,22:00,Zubamon
zuba,Champion,161,67,TIME,23:00,Zubaeagermon
zuba,Ultimate,369,161,WIN 12/15,23:00,Duramon
zuba,Mega,370,369,CM 0-2,24:00,Durandamon
hack,Fresh,1610,egg,TIME,20:00,Sakumon (dm20 egg_hack)
hack,InTraining,969,1610,TIME,21:00,Sakuttomon
hack,Rookie,66,969,TIME,22:00,Hackmon
hack,Champion,160,66,TIME,23:00,BaoHackmon
hack,Ultimate,371,160,WIN 12/15,23:00,SaviorHackmon
hack,Mega,372,371,CM 0-2,24:00,Jesmon
doru20,Fresh,1611,egg,TIME,20:00,Dodomon (dm20 egg_doru)
doru20,InTraining,929,1611,TIME,21:00,Dorimon
doru20,Rookie,41,929,TIME,22:00,Dorumon
doru20,Champion,86,41,TIME,23:00,Dorugamon
doru20,Ultimate,258,86,WIN 12/15,23:00,DoruGreymon
doru20,Mega,330,258,CM 0-2,24:00,Alphamon
slayerdra,Fresh,1612,egg,TIME,20:00,Petitmon (dm20 egg_slayerdra)
slayerdra,InTraining,955,1612,TIME,21:00,Babydmon
slayerdra,Rookie,57,955,TIME,22:00,Dracomon
slayerdra,Champion,150,57,TIME,23:00,Coredramon
slayerdra,Ultimate,242,150,WIN 12/15,23:00,Wingdramon
slayerdra,Mega,315,242,CM 0-2,24:00,Slayerdramon
slayerdra,Mega,317,315,JOGRESS 316,24:00,Examon; Tag Battle gate -> jogress door (capstone convention)
breakdra,Fresh,1613,egg,TIME,20:00,Petitmon (dm20 egg_breakdra)
breakdra,InTraining,955,1613,TIME,21:00,Babydmon
breakdra,Rookie,57,955,TIME,22:00,Dracomon
breakdra,Champion,150,57,TIME,23:00,Coredramon
breakdra,Ultimate,250,150,WIN 12/15,23:00,Groundramon
breakdra,Mega,316,250,CM 0-2,24:00,Breakdramon
breakdra,Mega,317,316,JOGRESS 315,24:00,Examon; Tag Battle gate -> jogress door (capstone convention)
ryuda,Fresh,1614,egg,TIME,20:00,Fufumon (pen20 egg_ryuda)
ryuda,InTraining,945,1614,TIME,21:00,Kyokyomon
ryuda,Rookie,406,945,TIME,21:00,Ryudamon
ryuda,Champion,415,406,TIME,22:00,Ginryumon
ryuda,Ultimate,426,415,"CM 0-2, WIN 12/15",23:00,Hisyaryumon
ryuda,Mega,437,426,"CM 0-2, WIN 12/15",00:00,Ouryumon
draco,Fresh,1615,egg,TIME,20:00,Petitmon (pen20 egg_draco)
draco,InTraining,955,1615,TIME,21:00,Babydmon
draco,Rookie,57,955,CM 0-1,21:00,Dracomon
draco,Rookie,1061,955,CM 2+,21:00,AgumonHakase
draco,Champion,150,57,"CM 0-1, TR 16+",22:00,Coredramon
draco,Champion,150,57,"CM 0-1, TR 0-15 | CM 2+",22:00,Coredramon
draco,Champion,94,1061,"CM 0-1, TR 0-15 | CM 2+",22:00,Devidramon
draco,Champion,150,1061,"CM 0-1, TR 16+",22:00,Coredramon
draco,Ultimate,242,150,"CM 0-2, WIN 12/15 | JOGRESS Vaccine/None",23:00,Wingdramon
draco,Ultimate,250,150,"JOGRESS Vaccine | CM 0-2, WIN 12/15",23:00,Groundramon
draco,Ultimate,210,150,JOGRESS Data/Virus,23:00,Megadramon
draco,Ultimate,210,94,"CM 0-1, WIN 12/15",23:00,Megadramon
draco,Ultimate,242,94,JOGRESS Vaccine/None,23:00,Wingdramon
